amplitude,wave_number,p_derivation,height,thickness,grouser_num,wheel_rad,wheel_width,slope,wheel_mass,test_num,time,energy,force_x,force_y,slip,runtime,efficiency,z_advance,steer_slip,success
0.0129623,2,0.260917,0.137571,0.0233114,21,0.335147,0.350197,7.16405,61.1042,92,2.22,230.449,0.0114688,0.232591775241331,0.139447,370.027,0.260235,0.100046,0.0639265,1
0.00445725,3,-0.00506261,0.131745,0.0205559,28,0.364782,0.474747,11.6352,99.1028,93,1.76,347.338,0.0347929,0.168735094118663,0.28741,352.102,0.281222,0.100472,0.0732246,1
0.0221886,1,-0.200616,0.132686,0.0208539,22,0.23972,0.17976,11.5263,30.9992,94,2.33,103.636,0.168574,0.223948431644114,0.277025,335.526,0.294259,0.100281,0.104763,1
0.0178603,3,-0.107709,0.118328,0.0170498,31,0.215783,0.334643,7.47052,68.122,95,4.19,295.052,0.0670481,0.122400923617252,0.312877,506.612,0.226613,0.100052,0.127397,1
0.000304441,1,0.0487212,0.107447,0.0138546,8,0.248615,0.411557,8.62709,124.999,96,2.65,435.88,0.0353735,0.117863532102956,0.139169,379.248,0.281717,0.100139,0.0469711,1
0.0280225,4,0.193017,0.0957687,0.0136762,24,0.45665,0.471124,6.3342,112.201,97,2.1,359.719,-0.0410114,0.252381272828768,0.0857365,374.671,0.306457,0.100154,0.0199007,1
0.010107,1,0.286896,0.0840245,0.0126987,8,0.192259,0.406944,10.1174,124.19,98,3.31,489.634,-0.0156128,0.084204770254778,0.353991,423.879,0.24948,0.100265,0.148761,1
0.00967053,3,-0.204245,0.145622,0.0217185,21,0.161677,0.284971,13.3959,119.042,99,4,639.402,0.334226,0.13966579711859,0.560138,514.578,0.183024,0.10021,0.219911,1
0.00041765,2,0.269232,0.106117,0.0156238,22,0.352004,0.487042,9.2728,62.856,100,1.73,180.571,-0.0632282,0.196134601205519,0.119818,318.1,0.343169,0.100494,0.0317206,1
0.0121233,1,0.231858,0.136021,0.0197519,21,0.268261,0.426764,7.69989,47.3466,101,2.5,165.253,-0.00785621,0.175361539813584,0.170225,365.677,0.28164,0.100204,0.0720233,1
0.0112635,1,0.203099,0.0846177,0.0227609,14,0.499911,0.283361,10.0123,95.9662,102,1.3,240.787,1.23834,0.155086671050176,0.110559,294.687,0.393085,0.100538,0.0245987,1
0.000324806,4,-0.126221,0.139165,0.010379,9,0.451313,0.328784,7.82932,42.7065,103,1.75,135.364,0.372497,0.219256312850986,0.111232,317.073,0.309762,0.100085,0.0637062,1
0.0159905,3,0.142755,0.144583,0.0241824,26,0.424633,0.279129,5.01028,37.9571,104,2.63,143.516,0.1731,0.245311548688111,0.0880847,388.367,0.259884,0.100165,0.0485619,1
0.00720682,4,-0.0753427,0.085211,0.0148413,18,0.200202,0.155243,14.1881,119.549,105,5.07002,852.858,0.127291,0.151256545912885,0.647338,571.946,0.137602,0.100066,0.247385,1
0.0248151,4,0.107604,0.0828953,0.0244693,18,0.158953,0.1572,6.97504,33.8919,106,8.07009,237.193,-0.0444169,0.127512508371229,0.515457,747.332,0.140242,0.10005,0.199722,1
0.011205,2,-0.183689,0.0973115,0.0179349,8,0.379671,0.107823,12.8902,58.1132,107,1.59,171.947,-0.0611391,0.219147664718464,0.256614,286.69,0.333596,0.100617,0.141745,1
0.00671992,3,0.282575,0.127274,0.017109,23,0.185887,0.238083,10.2158,97.7977,108,3.23,445.486,0.222126,0.184780949713856,0.409174,445.041,0.215567,0.100097,0.203664,1
0.00661965,2,-0.0580988,0.0938877,0.0160982,27,0.269424,0.133083,8.77184,120.623,109,3.82,671.951,0.273087,0.202507094432935,0.408392,463.901,0.1764,0.10017,0.203711,1
0.00763535,2,-0.130634,0.114215,0.0120414,10,0.224418,0.139304,13.3329,116.663,110,3.03,567.021,0.199939,0.166383560346584,0.470547,388.336,0.202287,0.100222,0.180305,1
0.0234316,2,-0.288624,0.124935,0.0142287,16,0.2019,0.154767,10.5442,131.579,111,4.39001,859.847,0.0529548,0.233537602813297,0.523027,533.725,0.1504,0.100188,0.295633,1
0.0240486,1,-0.038034,0.124104,0.0118823,28,0.292708,0.365588,12.4417,23.3839,112,1.76,59.9317,0.102588,0.1891540778388,0.208804,302.469,0.382908,0.100038,0.0389959,1
0.0149551,3,-0.193366,0.12108,0.0182962,16,0.153924,0.159915,8.74279,24.0793,113,4.53001,111.035,0.309234,0.177491181416781,0.338939,483.13,0.213042,0.100141,0.134465,1
0.00220342,3,0.13662,0.145808,0.0193847,16,0.233918,0.339946,13.7862,92.2629,114,1.82,294.124,-0.153301,0.176044820924345,0.289574,323.127,0.308757,0.100335,0.107191,1
0.0107359,1,-0.288551,0.0925773,0.01219,19,0.303124,0.482088,8.82289,83.3636,115,2.59,264.508,0.207588,0.1826749368666,0.202772,392.433,0.309968,0.100256,0.122786,1
0.00871336,4,0.186908,0.0938366,0.0160901,17,0.291606,0.321127,9.8812,93.3807,116,2.13,270.107,-0.0693001,0.183589659178504,0.188313,343.717,0.340361,0.100357,0.0609428,1
0.0042392,4,-0.129731,0.138434,0.0114722,12,0.163536,0.481742,8.07525,90.5314,117,3.64,394.982,-0.100623,0.16275743567119,0.188332,478.372,0.225434,0.10026,0.0965691,1
0.00540446,2,0.173156,0.1454,0.0170702,8,0.339087,0.140186,11.6924,85.209,118,1.44,269.643,-0.105407,0.234111654632875,0.168894,277.707,0.31225,0.100725,0.0797919,1
0.0194877,4,-0.0929519,0.0879677,0.0165428,24,0.378535,0.413684,8.17027,78.1741,119,2.46,283.637,0.254205,0.198178893992516,0.233387,377.941,0.270436,0.100022,0.110654,1
0.0165101,1,-0.0888875,0.0911467,0.0248901,31,0.294202,0.316325,8.90356,121.392,120,3.56,601.837,-0.189288,0.127015408216775,0.409598,487.999,0.198433,0.100284,0.167655,1
0.0168707,1,-0.0518342,0.115428,0.0248229,22,0.248583,0.168117,12.4679,128.746,121,3.13,653.407,0.426291,0.185297167392772,0.490931,420.857,0.193634,0.100176,0.207784,1
0.00506482,4,0.17666,0.100667,0.0235484,24,0.225491,0.202776,14.1983,37.4401,122,2.57,147.544,-0.0969246,0.176283758575414,0.451163,358.056,0.249062,0.100051,0.156932,1
0.0281445,4,-0.158115,0.111307,0.0192583,23,0.46664,0.356279,5.5756,89.6553,123,2.76,376.775,-0.595901,0.244140403765222,0.191736,427.11,0.23393,0.100213,0.113146,1
0.0160847,2,0.152526,0.094918,0.0125636,30,0.402239,0.263226,6.76432,72.7088,124,2.25,239.939,0.3208,0.259213393718824,0.102557,355.873,0.298458,0.100399,0.044103,1
0.0168774,3,0.0388586,0.13984,0.0191913,24,0.162643,0.498999,11.5034,95.7222,125,3.64,429.115,0.418596,0.121359721902186,0.44452,494.416,0.219012,0.100083,0.123344,1
0.0262846,1,0.169238,0.108164,0.0100433,13,0.375982,0.1158,7.15877,84.5115,126,2.25,326.27,0.572064,0.247995973598054,0.138403,338.615,0.254386,0.100112,0.0998684,1
0.0195812,2,-0.286804,0.114658,0.0174446,11,0.472205,0.339093,6.61097,48.5239,127,2.15,171.122,0.0520314,0.408420278465969,0.13883,356.887,0.278388,0.100077,0.0976016,1
0.0148209,1,0.14396,0.131123,0.0174753,20,0.364278,0.227393,14.3217,83.6796,128,1.23,218.982,0.430917,0.235678811378495,0.211775,274.012,0.377014,0.100572,0.0536029,1
0.00989874,2,-0.0721722,0.123069,0.0180634,22,0.406414,0.373254,9.17203,40.6938,129,1.7,116.047,0.281712,0.214570827608785,0.12725,321.508,0.344612,0.100177,0.0519283,1
0.0272101,4,0.0419047,0.0822039,0.0103312,14,0.350228,0.395901,10.8424,70.5571,130,1.8,187.416,0.0881397,0.217453883343514,0.162387,311.114,0.369377,0.100016,0.046025,1
0.0166904,4,0.0888307,0.0919749,0.0129233,17,0.252199,0.298187,14.677,86.2652,131,2.3,295.087,0.333979,0.186536879094546,0.405322,353.32,0.28777,0.100344,0.106903,1
0.00378672,3,-0.243804,0.141321,0.0180285,14,0.287784,0.492157,12.0646,81.4805,132,1.85,265.244,0.0188277,0.222898431368303,0.244378,327.698,0.302262,0.100301,0.105579,1
0.01543,1,0.0508235,0.135144,0.0180783,19,0.351475,0.295146,12.7889,91.1897,133,1.41,249.023,-0.206619,0.208227193765245,0.191822,296.199,0.360128,0.100249,0.0506255,1
0.0244653,4,-0.261653,0.123084,0.0159208,30,0.486072,0.214479,8.49602,100.867,134,1.8,333.281,0.0684001,0.322353007781353,0.227449,342.64,0.297253,0.100119,0.130624,1
0.0239809,1,0.248636,0.132829,0.015051,20,0.493239,0.255119,5.80568,80.6743,135,1.9,279.27,0.18117,0.248801234636372,0.0358459,342.09,0.283904,0.100182,0.0386975,1
0.0266659,1,0.208559,0.126293,0.0212764,9,0.460495,0.154367,14.6367,116.753,136,1.03,315.916,1.75362,0.217154290534485,0.229222,260.895,0.365691,0.100867,0.0818956,1
0.0275357,3,-0.0968555,0.148248,0.0171741,23,0.245037,0.277071,11.4679,53.3253,137,2.66,213.111,0.30957,0.158785384938515,0.397225,375.386,0.2462,0.100298,0.119262,1
0.0194429,2,-0.0845963,0.0851506,0.0133347,20,0.375892,0.104721,7.44157,47.3611,138,2.5,165.639,-0.0778162,0.299664844711384,0.161468,357.949,0.280893,0.100141,0.101657,1
0.028442,1,-0.0779711,0.0844383,0.0167317,26,0.270277,0.272787,5.4118,106.804,139,4.94002,559.031,0.235381,0.159904024180488,0.243561,569.448,0.187442,0.100011,0.163705,1
0.0269041,1,0.123684,0.141031,0.0234396,30,0.267528,0.378957,10.539,100.111,140,2.56,417.414,0.671846,0.138530227370147,0.383765,401.722,0.235326,0.10002,0.131251,1
0.0261693,2,-0.267919,0.129165,0.0201697,23,0.416135,0.470801,5.04865,79.3225,141,3.07,335.515,0.280834,0.291098008944184,0.151148,445.573,0.232027,0.100043,0.108,1
0.0164506,1,-0.233991,0.140894,0.022715,16,0.313113,0.163424,9.42611,124.702,142,2.2,447.232,0.256685,0.268719730794381,0.234491,337.919,0.274021,0.100178,0.133316,1
0.0220264,3,0.0559337,0.114449,0.0183335,18,0.410574,0.399832,10.8737,77.3992,143,1.49,223.221,-0.214532,0.258681130273004,0.165537,309.343,0.342242,0.100615,0.0417532,1
0.0153965,1,0.169101,0.139117,0.0110933,25,0.361871,0.224161,7.49475,118.845,144,2.07,416.153,0.113758,0.231224859695912,0.13284,361.596,0.28064,0.100173,0.0636281,1
0.0216825,1,0.0247021,0.122098,0.02166,23,0.36198,0.391054,12.8422,105.163,145,1.56,318.479,0.221497,0.195508350354384,0.261644,329.201,0.324437,0.100157,0.078101,1
0.0200589,1,-0.213136,0.117748,0.0201434,15,0.254389,0.424174,13.1995,71.8521,146,2.11,236.599,0.249852,0.194765240532228,0.299416,351.216,0.299376,0.10049,0.110284,1
0.0104463,4,-0.135662,0.0958386,0.0249716,10,0.249457,0.137426,13.5498,111.428,147,3.26,594.758,0.0845172,0.15821299671685,0.525171,419.265,0.184125,0.100182,0.206277,1
0.0224781,1,0.195609,0.140397,0.0244071,21,0.330181,0.263351,8.83385,84.8467,148,1.96,294.515,0.378269,0.223195608141515,0.184756,339.88,0.28278,0.100058,0.0879812,1
0.0154184,4,-0.0698639,0.0899839,0.0238883,24,0.493767,0.171068,5.34363,65.8022,149,2.7,267.746,0.223792,0.263158554344212,0.14762,400.724,0.241315,0.100092,0.0913651,1
0.0266541,1,0.265297,0.102879,0.0191626,12,0.253517,0.36636,13.8846,115.198,151,1.79,317.645,-0.0313866,0.0945214762000253,0.286909,318.882,0.356959,0.100333,0.0761958,1
0.00704951,4,-0.165742,0.130448,0.0128683,11,0.186245,0.332711,8.43706,97.0153,152,3.4,386.94,0.272555,0.182013599664539,0.208642,431.349,0.246005,0.100018,0.109668,1
0.0245971,4,-0.297291,0.0934444,0.0142891,32,0.304432,0.2577,7.54378,76.4959,153,3.65,322.526,-0.310937,0.201595155481933,0.342938,459.284,0.23318,0.100219,0.176575,1
0.0237114,1,-0.0102096,0.119088,0.0169911,21,0.490586,0.427289,6.68827,68.1715,154,1.94,237.052,-0.0992253,0.247981938398856,0.0924657,357.453,0.282153,0.100013,0.0361801,1
0.0069821,3,0.155413,0.0955245,0.0206952,10,0.256745,0.231338,9.92871,24.6995,155,2.23,72.8162,-0.0984254,0.173676170649701,0.149291,328.367,0.333808,0.100315,0.0667886,1
0.0127617,3,-0.0880495,0.092483,0.0198677,31,0.196909,0.253957,10.9184,51.0989,156,4.65001,259.06,0.195146,0.105300985461407,0.509559,506.12,0.19351,0.100005,0.144191,1
0.0127988,4,0.139372,0.0927943,0.0233322,10,0.190303,0.172695,7.24578,108.215,157,5.21002,675.846,0.195048,0.159558902801522,0.388181,561.082,0.157104,0.100018,0.219593,1
0.0239492,1,0.0433486,0.127288,0.0197944,31,0.444942,0.46294,8.63769,93.3263,158,1.76,317.491,0.731836,0.194755829584943,0.181389,360.879,0.289969,0.100556,0.0549157,1
0.0172816,3,-0.0616424,0.0833645,0.0191458,22,0.382046,0.439811,5.42995,63.7772,159,3.26,256.324,0.492705,0.186823608535328,0.128383,445.966,0.244364,0.100113,0.0764028,1
0.0128628,1,-0.189598,0.0911225,0.0129305,15,0.346101,0.21966,8.99846,123.747,160,2.34,385.178,0.0219946,0.187649809025117,0.218556,345.502,0.315288,0.100038,0.11699,1
0.0126364,4,0.0628837,0.100561,0.0109573,11,0.281188,0.113637,11.3522,49.1084,161,2.05,155.572,0.347783,0.235006123589321,0.211485,307.118,0.310824,0.100374,0.0880191,1
0.0191489,1,0.0865981,0.0941193,0.0111795,13,0.450505,0.12265,14.9478,43.907,162,1.03,94.1815,0.0493572,0.235083573804302,0.159469,239.427,0.459122,0.10039,0.0433555,1
0.02362,1,0.189968,0.11315,0.0136054,29,0.209152,0.210742,13.9066,107.812,163,3.26,553.404,0.201543,0.158131951140985,0.556504,445.457,0.191415,0.100157,0.198017,1
0.0129716,4,-0.128456,0.141048,0.0155843,22,0.333264,0.313595,9.37153,49.3057,1,1.99,158.493,0.00557932,0.241566419848317,0.183463,384.253,0.306399,0.1004,0.08981,1
0.0108172,4,-0.23903,0.0854834,0.0220724,32,0.248424,0.384856,11.8428,57.8142,2,3.35,223.659,-0.109448,0.133613196432054,0.454853,496.443,0.253879,0.100117,0.147118,1
0.0106951,4,0.175854,0.129752,0.0111596,8,0.231139,0.228352,6.29519,113.303,3,3.47,549.355,0.34943,0.16282645463942,0.169158,494.878,0.202661,0.100164,0.117042,1
0.0212673,3,-0.135591,0.1432,0.0237613,20,0.354872,0.344538,9.48293,129.851,4,2.14,510.874,0.214715,0.213057652505364,0.287187,443.774,0.249693,0.10014,0.139822,1
0.00359591,4,0.127269,0.10589,0.0168008,10,0.429269,0.498492,8.84568,88.4355,5,1.58,232.118,0.043033,0.161382786100879,0.081004,357.423,0.374277,0.100139,0.0167627,1
0.00492384,2,-0.215595,0.124806,0.0155237,18,0.486244,0.491428,6.28544,64.8209,6,2.12,227.426,0.76549,0.278603463036233,0.114868,424.652,0.280799,0.100427,0.0746136,1
0.00753489,1,-0.106395,0.0802602,0.0143165,31,0.207408,0.214251,8.8293,79.2346,7,5.00002,439.16,0.296558,0.114807390143526,0.432747,641.884,0.177327,0.100188,0.179071,1
0.008085,1,0.14385,0.105204,0.0123142,10,0.364262,0.120502,11.9793,48.8003,8,1.45,131.035,0.461088,0.209259504665024,0.161944,334.069,0.36729,0.100532,0.0601976,1
0.00457214,2,0.127271,0.102126,0.0133523,14,0.323925,0.383639,13.8895,120.847,9,1.46,291.823,-0.208592,0.156314282774741,0.204424,330.142,0.409143,0.100714,0.0334678,1
0.0106506,1,-0.0373831,0.141168,0.0243621,17,0.376079,0.444996,13.3674,101.918,10,1.34,292.505,0.366445,0.211931084330572,0.216808,356.598,0.343182,0.100401,0.0572066,1
0.00417946,3,-0.18676,0.141695,0.0161425,21,0.351711,0.194968,9.28462,102.57,11,1.95,336.297,0.231989,0.25786820010143,0.192938,379.992,0.299876,0.100225,0.113403,1
0.00328451,1,-0.221061,0.101523,0.013397,24,0.40808,0.386229,10.3068,43.7067,12,1.65,115.939,0.165454,0.248405454329522,0.165228,350.709,0.371551,0.100469,0.0806434,1
0.0262122,4,-0.00783377,0.147823,0.0145249,16,0.37365,0.27466,7.65398,98.9457,13,2.24,418.684,0.477835,0.261405333845539,0.194499,440.972,0.232428,0.100255,0.0862508,1
0.00983353,4,-0.0552798,0.148445,0.012926,18,0.175454,0.361258,9.18437,67.0671,14,3.24,273.507,0.0125492,0.178344674851179,0.251682,490.528,0.241216,0.100276,0.100884,1
0.00802173,2,-0.226568,0.099394,0.017464,8,0.49179,0.314127,8.1348,48.0529,15,1.78,139.931,-0.335455,0.306220453622607,0.15872,380.511,0.337607,0.100216,0.109186,1
0.00781019,3,0.118923,0.0904201,0.0166789,12,0.31429,0.317849,8.57645,115.351,16,2.27,343.87,0.043961,0.152910942889897,0.136761,402.171,0.329648,0.100174,0.0385363,1
0.0105947,3,-0.135361,0.10211,0.0172529,12,0.176865,0.316446,12.4007,53.0133,17,3.1,196.744,0.339061,0.177239964937693,0.326927,454.435,0.264337,0.100001,0.120375,1
0.00115131,3,-0.171819,0.129366,0.0207288,26,0.286154,0.205479,14.7761,27.4878,18,1.67,80.9244,0.208285,0.205108879032009,0.291028,336.424,0.334479,0.100378,0.0784783,1
0.00951567,3,-0.215653,0.0912167,0.0113917,26,0.151994,0.317725,10.598,30.9583,19,4.29,113.056,-0.0485223,0.112561067191752,0.347253,531.88,0.269184,0.100207,0.133697,1
0.0256962,2,0.119181,0.13853,0.0194296,10,0.27237,0.175798,7.4183,48.2399,20,2.62,191.986,0.635892,0.295919506901942,0.146989,418.618,0.247369,0.100355,0.0906152,1
0.00740694,4,-0.242317,0.111462,0.0242866,28,0.292014,0.166041,14.107,42.01,21,2.04,144.005,0.02219,0.198124760839187,0.37402,362.814,0.287512,0.100465,0.120092,1
0.00997524,1,0.0865389,0.107594,0.0196405,16,0.216984,0.439053,13.7778,76.5653,22,2.23,243.554,0.0872563,0.168568841957751,0.309872,404.152,0.309154,0.100246,0.0962154,1
0.0148699,1,-0.111835,0.132847,0.0129435,23,0.330797,0.120881,12.607,58.0846,23,1.6,177.099,-0.163937,0.376488703006553,0.225808,336.772,0.322654,0.100282,0.100108,1
0.0272344,2,-0.259084,0.140222,0.0215827,9,0.492152,0.431456,12.7621,28.2387,24,1.06,63.1734,0.341139,0.466375106058047,0.153512,294.784,0.439716,0.100275,0.0871068,1
0.0230672,1,0.0165663,0.118295,0.0226737,29,0.417786,0.273517,7.24613,53.5628,25,2.21,194.33,0.170995,0.200111877972242,0.166065,402.439,0.27123,0.10031,0.0587189,1
0.0287412,2,0.14031,0.113059,0.0231977,18,0.369254,0.130019,13.8586,56.9457,26,1.49,181.656,0.195533,0.358121439280792,0.311024,324.307,0.308748,0.100398,0.0997022,1
0.0099504,1,0.0696667,0.130219,0.0165022,28,0.391697,0.352711,7.48473,96.123,27,2.13,360.342,0.242771,0.20195200332805,0.158969,436.057,0.261772,0.100033,0.0660539,1
0.0279028,3,-0.282065,0.128659,0.0166009,30,0.409635,0.217503,13.9088,60.3231,28,1.38,166.442,0.191898,0.319522997607932,0.298939,326.417,0.356064,0.100147,0.118276,1
0.0111272,1,-0.111097,0.106129,0.0222879,19,0.472771,0.234012,13.5699,102.275,29,1.15,235.46,0.264018,0.227300872530163,0.195954,316.561,0.428133,0.100475,0.0613637,1
0.0042725,4,-0.119182,0.0816233,0.0130903,15,0.154668,0.436313,8.01738,45.2169,30,4.96002,191.852,0.157438,0.134078174053931,0.23426,605.043,0.231524,0.100137,0.112609,1
0.010484,4,-0.0294021,0.0874403,0.0106803,26,0.239382,0.153687,6.40426,68.7733,31,4.80001,375.571,0.0220628,0.187292654925009,0.284439,607.981,0.179941,0.100169,0.179054,1
0.00893621,4,-0.216845,0.0917555,0.0169335,18,0.240772,0.443198,6.51467,122.213,32,4.37001,534.728,-0.0257774,0.14114743086578,0.241626,611.063,0.22427,0.100027,0.150535,1
0.00667112,3,-0.0857435,0.122229,0.0184235,21,0.374544,0.309838,14.6456,74.1316,33,1.36,207.476,0.00873222,0.229852689062225,0.262931,338.472,0.353056,0.100726,0.0858702,1
0.0268386,4,-0.258985,0.0839872,0.0202785,24,0.359515,0.338808,13.6571,66.1082,34,2.03,223.434,-0.211356,0.213928161838634,0.410316,401.858,0.291066,0.10028,0.143746,1
0.0136178,2,-0.206824,0.0923423,0.0186311,20,0.236138,0.341746,9.8528,36.4643,35,3.08,129.762,-0.306553,0.18301200596454,0.277951,453.958,0.275676,0.100002,0.124022,1
0.00177525,3,0.291351,0.126954,0.0242545,31,0.207187,0.148137,6.79735,93.1968,36,4.07,521.581,-0.384101,0.210756099862502,0.338416,560.192,0.175371,0.100048,0.223748,1
0.026645,2,0.0960941,0.0915645,0.0116504,12,0.25132,0.122219,10.7045,112.882,37,3.44,642.432,-0.168115,0.204710715117864,0.45957,500.252,0.172425,0.100031,0.210461,1
0.00684059,2,0.182633,0.109699,0.0218727,22,0.431169,0.298204,5.06359,75.511,38,2.59,285.223,0.232856,0.239638077991783,0.0513865,464.998,0.260146,0.100166,0.0128552,1
0.0248273,1,0.165842,0.148441,0.0249406,26,0.262156,0.396423,9.00319,27.5472,39,2.27,82.0832,0.118438,0.146578924168601,0.2038,390.895,0.330574,0.10041,0.0698998,1
0.0288231,2,-0.0153739,0.0881096,0.0122949,28,0.484812,0.273913,6.69297,55.9474,40,2.17,192.592,0.0863948,0.240317834287898,0.13439,416.144,0.285947,0.10034,0.0620292,1
0.019672,4,-0.128939,0.107609,0.0221208,21,0.364388,0.427935,9.30015,117.544,41,2.27,432.049,0.321451,0.197285309188749,0.277172,452.795,0.26723,0.100126,0.124937,1
0.010668,1,-0.0176536,0.104249,0.0225322,19,0.445189,0.4718,5.68594,45.7151,42,2.46,156.028,0.13639,0.222501133538518,0.0643226,440.811,0.288112,0.100239,0.0275873,1
0.00977692,2,-0.0230049,0.102196,0.0225234,30,0.410934,0.231237,6.83661,66.376,43,2.55,268.322,0.214868,0.204299000523014,0.194584,444.871,0.24355,0.100361,0.0940586,1
0.0260222,3,-0.297578,0.0939957,0.014582,27,0.156114,0.26353,14.6229,112.534,44,8.11009,991.97,0.0757017,0.109704301032899,0.755656,1058.4,0.111401,0.1001,0.322741,1
0.0296289,2,0.196766,0.130413,0.0228171,12,0.335201,0.119498,13.6066,33.1593,45,1.33,93.8154,0.384492,0.411933579838071,0.207978,299.095,0.347119,0.10011,0.0782806,1
0.0128329,1,0.00477253,0.0996375,0.0208362,26,0.236863,0.469816,8.67018,100.927,46,3.66,457.772,0.0827517,0.125926443721947,0.327957,562.985,0.2165,0.100099,0.11878,1
0.00697449,4,-0.0413269,0.0894734,0.0198817,16,0.473516,0.170044,12.5373,121.702,47,1.39,339.076,-0.342958,0.179157890571798,0.260193,322.971,0.353999,0.100539,0.0661555,1
0.0216336,2,0.177777,0.0903839,0.022119,31,0.435819,0.404976,11.8593,58.6108,48,1.37,158.232,0.542756,0.201119377044808,0.208973,341.359,0.363692,0.100088,0.0396668,1
0.017943,1,0.154024,0.100577,0.0199003,19,0.461745,0.354372,5.98672,78.6168,49,2.15,257.044,0.0958084,0.16687222380774,0.0576385,423.953,0.300848,0.10027,0.0108846,1
0.00357286,3,0.070532,0.122591,0.0166959,14,0.394912,0.215848,11.6622,87.6025,51,1.33,216.648,0.017821,0.205101226840112,0.123895,312.98,0.397352,0.100172,0.0371041,1
0.0284307,4,0.139036,0.146455,0.0210144,24,0.202452,0.263593,10.4003,45.406,52,3.45,197.081,0.0989962,0.145685255461395,0.466095,498.772,0.226495,0.100212,0.126281,1
0.00290744,3,0.034968,0.144604,0.0178198,16,0.406073,0.289631,11.3719,46.2165,53,1.28,129.121,0.110778,0.253557766110622,0.109553,344.359,0.352055,0.100263,0.0323756,1
0.0287924,3,-0.249673,0.145906,0.0219894,18,0.448765,0.296652,12.6683,72.6391,54,1.25,207.173,0.287541,0.367816216608649,0.227403,327.644,0.346566,0.100758,0.0997733,1
0.0181483,4,-0.209121,0.0840084,0.0198348,11,0.420121,0.119893,8.63801,26.4841,55,1.95,77.8956,0.223663,0.331801027032083,0.151549,369.552,0.334256,0.100216,0.0843351,1
0.0121507,4,0.0790616,0.145258,0.0176677,19,0.42465,0.251642,11.941,32.0514,56,1.22,82.4063,0.101552,0.298509751637019,0.147718,315.242,0.384635,0.100807,0.0302671,1
0.00974218,3,0.161605,0.143716,0.0240527,18,0.327497,0.401755,5.4533,75.5156,57,2.98,343.133,0.322478,0.221567520900921,0.121352,496.703,0.216408,0.100238,0.060877,1
0.0128078,4,0.0565074,0.10235,0.0241756,26,0.248529,0.132403,13.2564,104.179,58,4.43001,771.751,0.0155334,0.165775601526577,0.660245,643.312,0.132428,0.100002,0.263001,1
0.00247201,3,-0.0735788,0.0951596,0.0181882,19,0.160849,0.156975,13.4116,73.0989,60,4.59001,405.892,-0.110292,0.152521221758562,0.54096,579.336,0.176833,0.100091,0.194637,1
0.0167053,2,-0.155803,0.135274,0.013025,10,0.244582,0.235867,11.3292,56.8016,61,2.07,184.929,0.0127324,0.241619301128931,0.190296,365.181,0.301489,0.100057,0.0929027,1
0.0223145,4,0.235084,0.0994413,0.0118502,28,0.157864,0.210485,12.8666,34.224,62,4.19,154.613,-0.018112,0.121258743141665,0.559467,559.293,0.217298,0.100069,0.179099,1
0.000346588,1,0.0992808,0.0804647,0.0151975,29,0.399194,0.486694,13.4507,66.4323,63,1.37,162.07,0.149714,0.187932849185133,0.211504,338.691,0.403767,0.100412,0.0416386,1
0.00104033,2,0.189657,0.114681,0.0242315,10,0.442905,0.265597,13.6433,69.2229,64,0.989999,144.772,-0.887855,0.185494524344924,0.0992963,289.116,0.470024,0.100204,0.0291331,1
0.0204771,3,-0.159466,0.126361,0.0148718,16,0.447274,0.249428,10.2484,49.7159,65,1.46,141.573,-0.127928,0.368585638972712,0.156998,339.279,0.346184,0.10049,0.0788076,1
0.00990335,1,-0.100227,0.082649,0.0188171,13,0.276672,0.346617,10.383,44.457,66,2.35,129.255,0.0450483,0.151997427699152,0.175054,392.09,0.338883,0.100435,0.0607442,1
0.0152189,1,-0.272512,0.0952131,0.0217543,32,0.397651,0.431311,11.0874,31.0464,67,1.64,73.9695,-0.124118,0.261923240707644,0.193437,346.055,0.412971,0.100298,0.0854074,1
0.0147762,1,-0.0192613,0.108183,0.0165442,13,0.372549,0.125418,10.5976,89.9547,68,1.74,273.31,-0.0642681,0.210274600249664,0.186687,338.151,0.323179,0.100093,0.0798688,1
0.0138324,2,-0.117304,0.125333,0.0219286,9,0.240418,0.422618,10.0518,118.558,69,2.43,390.944,-0.00810464,0.144087035409999,0.193656,428.449,0.2977,0.100067,0.0641749,1
0.00792401,1,-0.260985,0.149985,0.0223294,12,0.438707,0.17172,9.13696,38.6668,70,1.53,124.877,0.0669792,0.411347838123557,0.124148,340.598,0.304411,0.100216,0.0835608,1
0.0282406,2,-0.105611,0.101239,0.0239049,14,0.217409,0.121657,9.23401,24.7607,71,3.8,115.975,-0.282058,0.227193657938435,0.35579,499.999,0.209733,0.100138,0.127885,1
0.00114656,4,0.0134231,0.125495,0.0182259,32,0.182329,0.426017,8.84146,51.7473,72,3.72,194.212,0.0202443,0.103994355554562,0.295774,532.571,0.261442,0.100022,0.084613,1
0.00194617,4,-0.293718,0.120362,0.0165274,12,0.472054,0.14817,6.52567,33.8006,73,2.13,128.141,-0.115365,0.400287847522241,0.124514,380.48,0.259905,0.10044,0.091352,1
0.0138907,3,0.242625,0.0936987,0.0217391,15,0.498562,0.423651,8.39155,104.785,74,1.42,272.512,-0.452487,0.208825245149076,0.0558875,344.289,0.378323,0.100295,-0.00614822,1
