X,Y,Z,r,absv
0.13,-0.4832,-0.47,0.016,0.05
0.1234,-0.4712,-0.47,0.016,0.05
0.1358,-0.4712,-0.47,0.016,0.05
0.184,-0.4832,-0.47,0.016,0.05
0.1774,-0.4712,-0.47,0.016,0.05
0.1898,-0.4712,-0.47,0.016,0.05
0.238,-0.4832,-0.47,0.016,0.05
0.2314,-0.4712,-0.47,0.016,0.05
0.2438,-0.4712,-0.47,0.016,0.05
0.292,-0.4832,-0.47,0.016,0.05
0.2854,-0.4712,-0.47,0.016,0.05
0.2978,-0.4712,-0.47,0.016,0.05
0.346,-0.4832,-0.47,0.016,0.05
0.3394,-0.4712,-0.47,0.016,0.05
0.3518,-0.4712,-0.47,0.016,0.05
0.4,-0.4832,-0.47,0.016,0.05
0.3934,-0.4712,-0.47,0.016,0.05
0.4058,-0.4712,-0.47,0.016,0.05
0.454,-0.4832,-0.47,0.016,0.05
0.4474,-0.4712,-0.47,0.016,0.05
0.4598,-0.4712,-0.47,0.016,0.05
0.508,-0.4832,-0.47,0.016,0.05
0.5014,-0.4712,-0.47,0.016,0.05
0.5138,-0.4712,-0.47,0.016,0.05
0.562,-0.4832,-0.47,0.016,0.05
0.5554,-0.4712,-0.47,0.016,0.05
0.5678,-0.4712,-0.47,0.016,0.05
0.616,-0.4832,-0.47,0.016,0.05
0.6094,-0.4712,-0.47,0.016,0.05
0.6218,-0.4712,-0.47,0.016,0.05
0.67,-0.4832,-0.47,0.016,0.05
0.6634,-0.4712,-0.47,0.016,0.05
0.6758,-0.4712,-0.47,0.016,0.05
0.724,-0.4832,-0.47,0.016,0.05
0.7174,-0.4712,-0.47,0.016,0.05
0.7298,-0.4712,-0.47,0.016,0.05
0.778,-0.4832,-0.47,0.016,0.05
0.7714,-0.4712,-0.47,0.016,0.05
0.7838,-0.4712,-0.47,0.016,0.05
0.832,-0.4832,-0.47,0.016,0.05
0.8254,-0.4712,-0.47,0.016,0.05
0.8378,-0.4712,-0.47,0.016,0.05
0.886,-0.4832,-0.47,0.016,0.05
0.8794,-0.4712,-0.47,0.016,0.05
0.8918,-0.4712,-0.47,0.016,0.05
0.94,-0.4832,-0.47,0.016,0.05
0.9334,-0.4712,-0.47,0.016,0.05
0.9458,-0.4712,-0.47,0.016,0.05
-0.923,-0.436435,-0.47,0.016,0.05
-0.9296,-0.424435,-0.47,0.016,0.05
-0.9172,-0.424435,-0.47,0.016,0.05
-0.869,-0.436435,-0.47,0.016,0.05
-0.8756,-0.424435,-0.47,0.016,0.05
-0.8632,-0.424435,-0.47,0.016,0.05
-0.815,-0.436435,-0.47,0.016,0.05
-0.8216,-0.424435,-0.47,0.016,0.05
-0.8092,-0.424435,-0.47,0.016,0.05
-0.761,-0.436435,-0.47,0.016,0.05
-0.7676,-0.424435,-0.47,0.016,0.05
-0.7552,-0.424435,-0.47,0.016,0.05
-0.707,-0.436435,-0.47,0.016,0.05
-0.7136,-0.424435,-0.47,0.016,0.05
-0.7012,-0.424435,-0.47,0.016,0.05
-0.653,-0.436435,-0.47,0.016,0.05
-0.6596,-0.424435,-0.47,0.016,0.05
-0.6472,-0.424435,-0.47,0.016,0.05
-0.599,-0.436435,-0.47,0.016,0.05
-0.6056,-0.424435,-0.47,0.016,0.05
-0.5932,-0.424435,-0.47,0.016,0.05
-0.545,-0.436435,-0.47,0.016,0.05
-0.5516,-0.424435,-0.47,0.016,0.05
-0.5392,-0.424435,-0.47,0.016,0.05
-0.491,-0.436435,-0.47,0.016,0.05
-0.4976,-0.424435,-0.47,0.016,0.05
-0.4852,-0.424435,-0.47,0.016,0.05
-0.437,-0.436435,-0.47,0.016,0.05
-0.4436,-0.424435,-0.47,0.016,0.05
-0.4312,-0.424435,-0.47,0.016,0.05
-0.383,-0.436435,-0.47,0.016,0.05
-0.3896,-0.424435,-0.47,0.016,0.05
-0.3772,-0.424435,-0.47,0.016,0.05
-0.329,-0.436435,-0.47,0.016,0.05
-0.3356,-0.424435,-0.47,0.016,0.05
-0.3232,-0.424435,-0.47,0.016,0.05
-0.275,-0.436435,-0.47,0.016,0.05
-0.2816,-0.424435,-0.47,0.016,0.05
-0.2692,-0.424435,-0.47,0.016,0.05
-0.221,-0.436435,-0.47,0.016,0.05
-0.2276,-0.424435,-0.47,0.016,0.05
-0.2152,-0.424435,-0.47,0.016,0.05
-0.167,-0.436435,-0.47,0.016,0.05
-0.1736,-0.424435,-0.47,0.016,0.05
-0.1612,-0.424435,-0.47,0.016,0.05
-0.113,-0.436435,-0.47,0.016,0.05
-0.1196,-0.424435,-0.47,0.016,0.05
-0.1072,-0.424435,-0.47,0.016,0.05
-0.059,-0.436435,-0.47,0.016,0.05
-0.0656,-0.424435,-0.47,0.016,0.05
-0.0532,-0.424435,-0.47,0.016,0.05
-0.00499988,-0.436435,-0.47,0.016,0.05
-0.0115999,-0.424435,-0.47,0.016,0.05
0.000800124,-0.424435,-0.47,0.016,0.05
0.049,-0.436435,-0.47,0.016,0.05
0.0424,-0.424435,-0.47,0.016,0.05
0.0548,-0.424435,-0.47,0.016,0.05
0.103,-0.436435,-0.47,0.016,0.05
0.0963999,-0.424435,-0.47,0.016,0.05
0.1088,-0.424435,-0.47,0.016,0.05
0.157,-0.436435,-0.47,0.016,0.05
0.1504,-0.424435,-0.47,0.016,0.05
0.1628,-0.424435,-0.47,0.016,0.05
0.211,-0.436435,-0.47,0.016,0.05
0.2044,-0.424435,-0.47,0.016,0.05
0.2168,-0.424435,-0.47,0.016,0.05
0.265,-0.436435,-0.47,0.016,0.05
0.2584,-0.424435,-0.47,0.016,0.05
0.2708,-0.424435,-0.47,0.016,0.05
0.319,-0.436435,-0.47,0.016,0.05
0.3124,-0.424435,-0.47,0.016,0.05
0.3248,-0.424435,-0.47,0.016,0.05
0.373,-0.436435,-0.47,0.016,0.05
0.3664,-0.424435,-0.47,0.016,0.05
0.3788,-0.424435,-0.47,0.016,0.05
0.427,-0.436435,-0.47,0.016,0.05
0.4204,-0.424435,-0.47,0.016,0.05
0.4328,-0.424435,-0.47,0.016,0.05
0.481,-0.436435,-0.47,0.016,0.05
0.4744,-0.424435,-0.47,0.016,0.05
0.4868,-0.424435,-0.47,0.016,0.05
0.535,-0.436435,-0.47,0.016,0.05
0.5284,-0.424435,-0.47,0.016,0.05
0.5408,-0.424435,-0.47,0.016,0.05
0.589,-0.436435,-0.47,0.016,0.05
0.5824,-0.424435,-0.47,0.016,0.05
0.5948,-0.424435,-0.47,0.016,0.05
0.643,-0.436435,-0.47,0.016,0.05
0.6364,-0.424435,-0.47,0.016,0.05
0.6488,-0.424435,-0.47,0.016,0.05
0.697,-0.436435,-0.47,0.016,0.05
0.6904,-0.424435,-0.47,0.016,0.05
0.7028,-0.424435,-0.47,0.016,0.05
0.751,-0.436435,-0.47,0.016,0.05
0.7444,-0.424435,-0.47,0.016,0.05
0.7568,-0.424435,-0.47,0.016,0.05
0.805,-0.436435,-0.47,0.016,0.05
0.7984,-0.424435,-0.47,0.016,0.05
0.8108,-0.424435,-0.47,0.016,0.05
0.859,-0.436435,-0.47,0.016,0.05
0.8524,-0.424435,-0.47,0.016,0.05
0.8648,-0.424435,-0.47,0.016,0.05
0.913,-0.436435,-0.47,0.016,0.05
0.9064,-0.424435,-0.47,0.016,0.05
0.9188,-0.424435,-0.47,0.016,0.05
-0.95,-0.389669,-0.47,0.016,0.05
-0.9566,-0.377669,-0.47,0.016,0.05
-0.9442,-0.377669,-0.47,0.016,0.05
-0.896,-0.389669,-0.47,0.016,0.05
-0.9026,-0.377669,-0.47,0.016,0.05
-0.8902,-0.377669,-0.47,0.016,0.05
-0.842,-0.389669,-0.47,0.016,0.05
-0.8486,-0.377669,-0.47,0.016,0.05
-0.8362,-0.377669,-0.47,0.016,0.05
-0.788,-0.389669,-0.47,0.016,0.05
-0.7946,-0.377669,-0.47,0.016,0.05
-0.7822,-0.377669,-0.47,0.016,0.05
-0.734,-0.389669,-0.47,0.016,0.05
-0.7406,-0.377669,-0.47,0.016,0.05
-0.7282,-0.377669,-0.47,0.016,0.05
-0.68,-0.389669,-0.47,0.016,0.05
-0.6866,-0.377669,-0.47,0.016,0.05
-0.6742,-0.377669,-0.47,0.016,0.05
-0.626,-0.389669,-0.47,0.016,0.05
-0.6326,-0.377669,-0.47,0.016,0.05
-0.6202,-0.377669,-0.47,0.016,0.05
-0.572,-0.389669,-0.47,0.016,0.05
-0.5786,-0.377669,-0.47,0.016,0.05
-0.5662,-0.377669,-0.47,0.016,0.05
-0.518,-0.389669,-0.47,0.016,0.05
-0.5246,-0.377669,-0.47,0.016,0.05
-0.5122,-0.377669,-0.47,0.016,0.05
-0.464,-0.389669,-0.47,0.016,0.05
-0.4706,-0.377669,-0.47,0.016,0.05
-0.4582,-0.377669,-0.47,0.016,0.05
-0.41,-0.389669,-0.47,0.016,0.05
-0.4166,-0.377669,-0.47,0.016,0.05
-0.4042,-0.377669,-0.47,0.016,0.05
-0.356,-0.389669,-0.47,0.016,0.05
-0.3626,-0.377669,-0.47,0.016,0.05
-0.3502,-0.377669,-0.47,0.016,0.05
-0.302,-0.389669,-0.47,0.016,0.05
-0.3086,-0.377669,-0.47,0.016,0.05
-0.2962,-0.377669,-0.47,0.016,0.05
-0.248,-0.389669,-0.47,0.016,0.05
-0.2546,-0.377669,-0.47,0.016,0.05
-0.2422,-0.377669,-0.47,0.016,0.05
-0.194,-0.389669,-0.47,0.016,0.05
-0.2006,-0.377669,-0.47,0.016,0.05
-0.1882,-0.377669,-0.47,0.016,0.05
-0.14,-0.389669,-0.47,0.016,0.05
-0.1466,-0.377669,-0.47,0.016,0.05
-0.1342,-0.377669,-0.47,0.016,0.05
-0.086,-0.389669,-0.47,0.016,0.05
-0.0926,-0.377669,-0.47,0.016,0.05
-0.0802,-0.377669,-0.47,0.016,0.05
-0.0319999,-0.389669,-0.47,0.016,0.05
-0.0385999,-0.377669,-0.47,0.016,0.05
-0.0261999,-0.377669,-0.47,0.016,0.05
0.0220001,-0.389669,-0.47,0.016,0.05
0.0154001,-0.377669,-0.47,0.016,0.05
0.0278001,-0.377669,-0.47,0.016,0.05
0.076,-0.389669,-0.47,0.016,0.05
0.0694,-0.377669,-0.47,0.016,0.05
0.0818,-0.377669,-0.47,0.016,0.05
0.13,-0.389669,-0.47,0.016,0.05
0.1234,-0.377669,-0.47,0.016,0.05
0.1358,-0.377669,-0.47,0.016,0.05
0.184,-0.389669,-0.47,0.016,0.05
0.1774,-0.377669,-0.47,0.016,0.05
0.1898,-0.377669,-0.47,0.016,0.05
0.238,-0.389669,-0.47,0.016,0.05
0.2314,-0.377669,-0.47,0.016,0.05
0.2438,-0.377669,-0.47,0.016,0.05
0.292,-0.389669,-0.47,0.016,0.05
0.2854,-0.377669,-0.47,0.016,0.05
0.2978,-0.377669,-0.47,0.016,0.05
0.346,-0.389669,-0.47,0.016,0.05
0.3394,-0.377669,-0.47,0.016,0.05
0.3518,-0.377669,-0.47,0.016,0.05
0.4,-0.389669,-0.47,0.016,0.05
0.3934,-0.377669,-0.47,0.016,0.05
0.4058,-0.377669,-0.47,0.016,0.05
0.454,-0.389669,-0.47,0.016,0.05
0.4474,-0.377669,-0.47,0.016,0.05
0.4598,-0.377669,-0.47,0.016,0.05
0.508,-0.389669,-0.47,0.016,0.05
0.5014,-0.377669,-0.47,0.016,0.05
0.5138,-0.377669,-0.47,0.016,0.05
0.562,-0.389669,-0.47,0.016,0.05
0.5554,-0.377669,-0.47,0.016,0.05
0.5678,-0.377669,-0.47,0.016,0.05
0.616,-0.389669,-0.47,0.016,0.05
0.6094,-0.377669,-0.47,0.016,0.05
0.6218,-0.377669,-0.47,0.016,0.05
0.67,-0.389669,-0.47,0.016,0.05
0.6634,-0.377669,-0.47,0.016,0.05
0.6758,-0.377669,-0.47,0.016,0.05
0.724,-0.389669,-0.47,0.016,0.05
0.7174,-0.377669,-0.47,0.016,0.05
0.7298,-0.377669,-0.47,0.016,0.05
0.778,-0.389669,-0.47,0.016,0.05
0.7714,-0.377669,-0.47,0.016,0.05
0.7838,-0.377669,-0.47,0.016,0.05
0.832,-0.389669,-0.47,0.016,0.05
0.8254,-0.377669,-0.47,0.016,0.05
0.8378,-0.377669,-0.47,0.016,0.05
0.886,-0.389669,-0.47,0.016,0.05
0.8794,-0.377669,-0.47,0.016,0.05
0.8918,-0.377669,-0.47,0.016,0.05
0.94,-0.389669,-0.47,0.016,0.05
0.9334,-0.377669,-0.47,0.016,0.05
0.9458,-0.377669,-0.47,0.016,0.05
-0.923,-0.342904,-0.47,0.016,0.05
-0.9296,-0.330904,-0.47,0.016,0.05
-0.9172,-0.330904,-0.47,0.016,0.05
-0.869,-0.342904,-0.47,0.016,0.05
-0.8756,-0.330904,-0.47,0.016,0.05
-0.8632,-0.330904,-0.47,0.016,0.05
-0.815,-0.342904,-0.47,0.016,0.05
-0.8216,-0.330904,-0.47,0.016,0.05
-0.8092,-0.330904,-0.47,0.016,0.05
-0.761,-0.342904,-0.47,0.016,0.05
-0.7676,-0.330904,-0.47,0.016,0.05
-0.7552,-0.330904,-0.47,0.016,0.05
-0.707,-0.342904,-0.47,0.016,0.05
-0.7136,-0.330904,-0.47,0.016,0.05
-0.7012,-0.330904,-0.47,0.016,0.05
-0.653,-0.342904,-0.47,0.016,0.05
-0.6596,-0.330904,-0.47,0.016,0.05
-0.6472,-0.330904,-0.47,0.016,0.05
-0.599,-0.342904,-0.47,0.016,0.05
-0.6056,-0.330904,-0.47,0.016,0.05
-0.5932,-0.330904,-0.47,0.016,0.05
-0.545,-0.342904,-0.47,0.016,0.05
-0.5516,-0.330904,-0.47,0.016,0.05
-0.5392,-0.330904,-0.47,0.016,0.05
-0.491,-0.342904,-0.47,0.016,0.05
-0.4976,-0.330904,-0.47,0.016,0.05
-0.4852,-0.330904,-0.47,0.016,0.05
-0.437,-0.342904,-0.47,0.016,0.05
-0.4436,-0.330904,-0.47,0.016,0.05
-0.4312,-0.330904,-0.47,0.016,0.05
-0.383,-0.342904,-0.47,0.016,0.05
-0.3896,-0.330904,-0.47,0.016,0.05
-0.3772,-0.330904,-0.47,0.016,0.05
-0.329,-0.342904,-0.47,0.016,0.05
-0.3356,-0.330904,-0.47,0.016,0.05
-0.3232,-0.330904,-0.47,0.016,0.05
-0.275,-0.342904,-0.47,0.016,0.05
-0.2816,-0.330904,-0.47,0.016,0.05
-0.2692,-0.330904,-0.47,0.016,0.05
-0.221,-0.342904,-0.47,0.016,0.05
-0.2276,-0.330904,-0.47,0.016,0.05
-0.2152,-0.330904,-0.47,0.016,0.05
-0.167,-0.342904,-0.47,0.016,0.05
-0.1736,-0.330904,-0.47,0.016,0.05
-0.1612,-0.330904,-0.47,0.016,0.05
-0.113,-0.342904,-0.47,0.016,0.05
-0.1196,-0.330904,-0.47,0.016,0.05
-0.1072,-0.330904,-0.47,0.016,0.05
-0.059,-0.342904,-0.47,0.016,0.05
-0.0656,-0.330904,-0.47,0.016,0.05
-0.0532,-0.330904,-0.47,0.016,0.05
-0.00499988,-0.342904,-0.47,0.016,0.05
-0.0115999,-0.330904,-0.47,0.016,0.05
0.000800124,-0.330904,-0.47,0.016,0.05
0.049,-0.342904,-0.47,0.016,0.05
0.0424,-0.330904,-0.47,0.016,0.05
0.0548,-0.330904,-0.47,0.016,0.05
0.103,-0.342904,-0.47,0.016,0.05
0.0963999,-0.330904,-0.47,0.016,0.05
0.1088,-0.330904,-0.47,0.016,0.05
0.157,-0.342904,-0.47,0.016,0.05
0.1504,-0.330904,-0.47,0.016,0.05
0.1628,-0.330904,-0.47,0.016,0.05
0.211,-0.342904,-0.47,0.016,0.05
0.2044,-0.330904,-0.47,0.016,0.05
0.2168,-0.330904,-0.47,0.016,0.05
0.265,-0.342904,-0.47,0.016,0.05
0.2584,-0.330904,-0.47,0.016,0.05
0.2708,-0.330904,-0.47,0.016,0.05
0.319,-0.342904,-0.47,0.016,0.05
0.3124,-0.330904,-0.47,0.016,0.05
0.3248,-0.330904,-0.47,0.016,0.05
0.373,-0.342904,-0.47,0.016,0.05
0.3664,-0.330904,-0.47,0.016,0.05
0.3788,-0.330904,-0.47,0.016,0.05
0.427,-0.342904,-0.47,0.016,0.05
0.4204,-0.330904,-0.47,0.016,0.05
0.4328,-0.330904,-0.47,0.016,0.05
0.481,-0.342904,-0.47,0.016,0.05
0.4744,-0.330904,-0.47,0.016,0.05
0.4868,-0.330904,-0.47,0.016,0.05
0.535,-0.342904,-0.47,0.016,0.05
0.5284,-0.330904,-0.47,0.016,0.05
0.5408,-0.330904,-0.47,0.016,0.05
0.589,-0.342904,-0.47,0.016,0.05
0.5824,-0.330904,-0.47,0.016,0.05
0.5948,-0.330904,-0.47,0.016,0.05
0.643,-0.342904,-0.47,0.016,0.05
0.6364,-0.330904,-0.47,0.016,0.05
0.6488,-0.330904,-0.47,0.016,0.05
0.697,-0.342904,-0.47,0.016,0.05
0.6904,-0.330904,-0.47,0.016,0.05
0.7028,-0.330904,-0.47,0.016,0.05
0.751,-0.342904,-0.47,0.016,0.05
0.7444,-0.330904,-0.47,0.016,0.05
0.7568,-0.330904,-0.47,0.016,0.05
0.805,-0.342904,-0.47,0.016,0.05
0.7984,-0.330904,-0.47,0.016,0.05
0.8108,-0.330904,-0.47,0.016,0.05
0.859,-0.342904,-0.47,0.016,0.05
0.8524,-0.330904,-0.47,0.016,0.05
0.8648,-0.330904,-0.47,0.016,0.05
0.913,-0.342904,-0.47,0.016,0.05
0.9064,-0.330904,-0.47,0.016,0.05
0.9188,-0.330904,-0.47,0.016,0.05
-0.95,-0.296138,-0.47,0.016,0.05
-0.9566,-0.284139,-0.47,0.016,0.05
-0.9442,-0.284139,-0.47,0.016,0.05
-0.896,-0.296138,-0.47,0.016,0.05
-0.9026,-0.284139,-0.47,0.016,0.05
-0.8902,-0.284139,-0.47,0.016,0.05
-0.842,-0.296138,-0.47,0.016,0.05
-0.8486,-0.284139,-0.47,0.016,0.05
-0.8362,-0.284139,-0.47,0.016,0.05
-0.788,-0.296138,-0.47,0.016,0.05
-0.7946,-0.284139,-0.47,0.016,0.05
-0.7822,-0.284139,-0.47,0.016,0.05
-0.734,-0.296138,-0.47,0.016,0.05
-0.7406,-0.284139,-0.47,0.016,0.05
-0.7282,-0.284139,-0.47,0.016,0.05
-0.68,-0.296138,-0.47,0.016,0.05
-0.6866,-0.284139,-0.47,0.016,0.05
-0.6742,-0.284139,-0.47,0.016,0.05
-0.626,-0.296138,-0.47,0.016,0.05
-0.6326,-0.284139,-0.47,0.016,0.05
-0.6202,-0.284139,-0.47,0.016,0.05
-0.572,-0.296138,-0.47,0.016,0.05
-0.5786,-0.284139,-0.47,0.016,0.05
-0.5662,-0.284139,-0.47,0.016,0.05
-0.518,-0.296138,-0.47,0.016,0.05
-0.5246,-0.284139,-0.47,0.016,0.05
-0.5122,-0.284139,-0.47,0.016,0.05
-0.464,-0.296138,-0.47,0.016,0.05
-0.4706,-0.284139,-0.47,0.016,0.05
-0.4582,-0.284139,-0.47,0.016,0.05
-0.41,-0.296138,-0.47,0.016,0.05
-0.4166,-0.284139,-0.47,0.016,0.05
-0.4042,-0.284139,-0.47,0.016,0.05
-0.356,-0.296138,-0.47,0.016,0.05
-0.3626,-0.284139,-0.47,0.016,0.05
-0.3502,-0.284139,-0.47,0.016,0.05
-0.302,-0.296138,-0.47,0.016,0.05
-0.3086,-0.284139,-0.47,0.016,0.05
-0.2962,-0.284139,-0.47,0.016,0.05
-0.248,-0.296138,-0.47,0.016,0.05
-0.2546,-0.284139,-0.47,0.016,0.05
-0.2422,-0.284139,-0.47,0.016,0.05
-0.194,-0.296138,-0.47,0.016,0.05
-0.2006,-0.284139,-0.47,0.016,0.05
-0.1882,-0.284139,-0.47,0.016,0.05
-0.14,-0.296138,-0.47,0.016,0.05
-0.1466,-0.284139,-0.47,0.016,0.05
-0.1342,-0.284139,-0.47,0.016,0.05
-0.086,-0.296138,-0.47,0.016,0.05
-0.0926,-0.284139,-0.47,0.016,0.05
-0.0802,-0.284139,-0.47,0.016,0.05
-0.0319999,-0.296138,-0.47,0.016,0.05
-0.0385999,-0.284139,-0.47,0.016,0.05
-0.0261999,-0.284139,-0.47,0.016,0.05
0.0220001,-0.296138,-0.47,0.016,0.05
0.0154001,-0.284139,-0.47,0.016,0.05
0.0278001,-0.284139,-0.47,0.016,0.05
0.076,-0.296138,-0.47,0.016,0.05
0.0694,-0.284139,-0.47,0.016,0.05
0.0818,-0.284139,-0.47,0.016,0.05
0.13,-0.296138,-0.47,0.016,0.05
0.1234,-0.284139,-0.47,0.016,0.05
0.1358,-0.284139,-0.47,0.016,0.05
0.184,-0.296138,-0.47,0.016,0.05
0.1774,-0.284139,-0.47,0.016,0.05
0.1898,-0.284139,-0.47,0.016,0.05
0.238,-0.296138,-0.47,0.016,0.05
0.2314,-0.284139,-0.47,0.016,0.05
0.2438,-0.284139,-0.47,0.016,0.05
0.292,-0.296138,-0.47,0.016,0.05
0.2854,-0.284139,-0.47,0.016,0.05
0.2978,-0.284139,-0.47,0.016,0.05
0.346,-0.296138,-0.47,0.016,0.05
0.3394,-0.284139,-0.47,0.016,0.05
0.3518,-0.284139,-0.47,0.016,0.05
0.4,-0.296138,-0.47,0.016,0.05
0.3934,-0.284139,-0.47,0.016,0.05
0.4058,-0.284139,-0.47,0.016,0.05
0.454,-0.296138,-0.47,0.016,0.05
0.4474,-0.284139,-0.47,0.016,0.05
0.4598,-0.284139,-0.47,0.016,0.05
0.508,-0.296138,-0.47,0.016,0.05
0.5014,-0.284139,-0.47,0.016,0.05
0.5138,-0.284139,-0.47,0.016,0.05
0.562,-0.296138,-0.47,0.016,0.05
0.5554,-0.284139,-0.47,0.016,0.05
0.5678,-0.284139,-0.47,0.016,0.05
0.616,-0.296138,-0.47,0.016,0.05
0.6094,-0.284139,-0.47,0.016,0.05
0.6218,-0.284139,-0.47,0.016,0.05
0.67,-0.296138,-0.47,0.016,0.05
0.6634,-0.284139,-0.47,0.016,0.05
0.6758,-0.284139,-0.47,0.016,0.05
0.724,-0.296138,-0.47,0.016,0.05
0.7174,-0.284139,-0.47,0.016,0.05
0.7298,-0.284139,-0.47,0.016,0.05
0.778,-0.296138,-0.47,0.016,0.05
0.7714,-0.284139,-0.47,0.016,0.05
0.7838,-0.284139,-0.47,0.016,0.05
0.832,-0.296138,-0.47,0.016,0.05
0.8254,-0.284139,-0.47,0.016,0.05
0.8378,-0.284139,-0.47,0.016,0.05
0.886,-0.296138,-0.47,0.016,0.05
0.8794,-0.284139,-0.47,0.016,0.05
0.8918,-0.284139,-0.47,0.016,0.05
0.94,-0.296138,-0.47,0.016,0.05
0.9334,-0.284139,-0.47,0.016,0.05
0.9458,-0.284139,-0.47,0.016,0.05
-0.923,-0.249373,-0.47,0.016,0.05
-0.9296,-0.237373,-0.47,0.016,0.05
-0.9172,-0.237373,-0.47,0.016,0.05
-0.869,-0.249373,-0.47,0.016,0.05
-0.8756,-0.237373,-0.47,0.016,0.05
-0.8632,-0.237373,-0.47,0.016,0.05
-0.815,-0.249373,-0.47,0.016,0.05
-0.8216,-0.237373,-0.47,0.016,0.05
-0.8092,-0.237373,-0.47,0.016,0.05
-0.761,-0.249373,-0.47,0.016,0.05
-0.7676,-0.237373,-0.47,0.016,0.05
-0.7552,-0.237373,-0.47,0.016,0.05
-0.707,-0.249373,-0.47,0.016,0.05
-0.7136,-0.237373,-0.47,0.016,0.05
-0.7012,-0.237373,-0.47,0.016,0.05
-0.653,-0.249373,-0.47,0.016,0.05
-0.6596,-0.237373,-0.47,0.016,0.05
-0.6472,-0.237373,-0.47,0.016,0.05
-0.599,-0.249373,-0.47,0.016,0.05
-0.6056,-0.237373,-0.47,0.016,0.05
-0.5932,-0.237373,-0.47,0.016,0.05
-0.545,-0.249373,-0.47,0.016,0.05
-0.5516,-0.237373,-0.47,0.016,0.05
-0.5392,-0.237373,-0.47,0.016,0.05
-0.491,-0.249373,-0.47,0.016,0.05
-0.4976,-0.237373,-0.47,0.016,0.05
-0.4852,-0.237373,-0.47,0.016,0.05
-0.437,-0.249373,-0.47,0.016,0.05
-0.4436,-0.237373,-0.47,0.016,0.05
-0.4312,-0.237373,-0.47,0.016,0.05
-0.383,-0.249373,-0.47,0.016,0.05
-0.3896,-0.237373,-0.47,0.016,0.05
-0.3772,-0.237373,-0.47,0.016,0.05
-0.329,-0.249373,-0.47,0.016,0.05
-0.3356,-0.237373,-0.47,0.016,0.05
-0.3232,-0.237373,-0.47,0.016,0.05
-0.275,-0.249373,-0.47,0.016,0.05
-0.2816,-0.237373,-0.47,0.016,0.05
-0.2692,-0.237373,-0.47,0.016,0.05
-0.221,-0.249373,-0.47,0.016,0.05
-0.2276,-0.237373,-0.47,0.016,0.05
