X,Y,Z,Qw,Qx,Qy,Qz,clump_type
1.37857347689673,0.421388203654785,-0.499985123566886,0,0,-0,0,0
1.37214541842499,0.419783117665953,-0.499950764253584,0,0,-0,0,1
1.36571586486315,0.418184713195258,-0.499885675987532,0,0,-0,0,2
1.3592849633407,0.416592950581933,-0.49979700832535,0,0,-0,0,3
1.35285283828204,0.415007792062345,-0.499683952206078,0,0,-0,0,4
1.34641957257961,0.413429199394712,-0.499544819443477,0,0,-0,0,5
1.33998529526101,0.411857134667413,-0.499381260456216,0,0,-0,0,6
1.33355012454363,0.41029155899408,-0.499193415661539,0,0,-0,0,7
1.32711414078779,0.408732433736922,-0.498980225508546,0,0,-0,0,8
1.3206774695723,0.407179719779385,-0.498742742149144,0,0,-0,0,9
1.31424022364624,0.405633377243416,-0.498481154919327,0,0,-0,0,10
1.3078024808916,0.404093367144959,-0.498194730705365,0,0,-0,0,11
1.30136436311173,0.402559649210569,-0.497884252211904,0,0,-0,0,12
1.29492597827021,0.401032182670199,-0.497549902605003,0,0,-0,0,13
1.28848740181885,0.399510928238654,-0.497191137681469,0,0,-0,0,14
1.28204875152723,0.397995844549871,-0.496808583258094,0,0,-0,0,15
1.27561013121215,0.396486890010733,-0.496402415021924,0,0,-0,0,16
1.26917161394549,0.394984025075982,-0.495972209952196,0,0,-0,0,17
1.26273331325076,0.393487207367075,-0.495518486959612,0,0,-0,0,18
1.25629532940436,0.391996394505745,-0.49504141920863,0,0,-0,0,19
1.24985773315837,0.390511546723507,-0.494540667127598,0,0,-0,0,20
1.24342063360192,0.389032620726757,-0.494016668645981,0,0,-0,0,21
1.23698412805657,0.38755957335781,-0.493469599452898,0,0,-0,0,22
1.23054828503281,0.386092364656404,-0.492899180502187,0,0,-0,0,23
1.22411320899899,0.384630950532104,-0.49230578335675,0,0,-0,0,24
1.21767899489826,0.383175287019075,-0.491689590595858,0,0,-0,0,25
1.21124570910442,0.381725333988984,-0.491050368976556,0,0,-0,0,26
1.20481345125792,0.380281046699706,-0.49038843210873,0,0,-0,0,27
1.19838231450289,0.378842380310437,-0.489703973267063,0,0,-0,0,28
1.1919523632175,0.377409294536936,-0.488996795284025,0,0,-0,0,29
1.18552369196269,0.37598174416658,-0.488267158351416,0,0,-0,0,30
1.17909639267861,0.374559683373523,-0.487515269926156,0,0,-0,0,31
1.17267052790228,0.373143071719254,-0.48674096206358,0,0,-0,0,32
1.16624618689332,0.371731863730784,-0.485944444631894,0,0,-0,0,33
1.15982346091268,0.370326012456816,-0.48512594136253,0,0,-0,0,34
1.15340241080859,0.368925477298787,-0.484285308422829,0,0,-0,0,35
1.14698312050086,0.3675302127269,-0.483422709470952,0,0,-0,0,36
1.14056568085969,0.366140170537179,-0.482538383513961,0,0,-0,0,37
1.13415015129304,0.364755309934733,-0.481632208068016,0,0,-0,0,38
1.12773661042125,0.363375585537465,-0.480704304438621,0,0,-0,0,39
1.12132514886651,0.362000947777795,-0.479754924533129,0,0,-0,0,40
1.11491582491736,0.36063135559252,-0.478783965912505,0,0,-0,0,41
1.10850871202267,0.359266763941106,-0.477791511410475,0,0,-0,0,42
1.10210390052933,0.357907121823166,-0.476777822056168,0,0,-0,0,43
1.09570144801393,0.356552387785946,-0.475742815411226,0,0,-0,0,44
1.08930142298351,0.355202517297693,-0.474686539982664,0,0,-0,0,45
1.08290391528087,0.353857457931313,-0.473609260637902,0,0,-0,0,46
1.07650898228215,0.352517167656501,-0.47251091605682,0,0,-0,0,47
1.07011668790085,0.351181602570222,-0.471391525022022,0,0,-0,0,48
1.06372712100823,0.34985070894273,-0.470251349323173,0,0,-0,0,49
1.057340339416,0.348524443889392,-0.469090350997035,0,0,-0,0,50
1.05095640293145,0.347202764182462,-0.467908524326804,0,0,-0,0,51
1.04457539870441,0.345885615084874,-0.466706119326049,0,0,-0,0,52
1.03819738576663,0.344572952464801,-0.465483124747734,0,0,-0,0,53
1.03182242047019,0.343264733710561,-0.464239516373184,0,0,-0,0,54
1.02545058715905,0.341960903610107,-0.462975521789866,0,0,-0,0,55
1.01908194704618,0.34066141624204,-0.461691160975913,0,0,-0,0,56
1.01271655387303,0.339366229405807,-0.46038639812239,0,0,-0,0,57
1.00635448769635,0.338075288264006,-0.459061425601707,0,0,-0,0,58
0.999995813081746,0.336788544373132,-0.457716300327145,0,0,-0,0,59
0.993640582234386,0.335505955544681,-0.456350982863124,0,0,-0,0,60
0.98728886897082,0.334227468579753,-0.454965615235103,0,0,-0,0,61
0.980940742630828,0.332953031541212,-0.453560298271683,0,0,-0,0,62
0.974596254882344,0.331682601793153,-0.452134995340101,0,0,-0,0,63
0.968255471834293,0.330416128993032,-0.450689788594718,0,0,-0,0,64
0.961918468272579,0.329153557017682,-0.449224822943195,0,0,-0,0,65
0.955585295891078,0.327894842498933,-0.447740067032847,0,0,-0,0,66
0.949256014290275,0.326639937770308,-0.446235554836487,0,0,-0,0,67
0.942930701391924,0.325388783530531,-0.444711452943613,0,0,-0,0,68
0.936609410549922,0.324141334722815,-0.443167745430582,0,0,-0,0,69
0.930292196555134,0.322897545741672,-0.441604432136101,0,0,-0,0,70
0.923979137276881,0.321657355934416,-0.440021675086918,0,0,-0,0,71
0.917670289804638,0.320420717169268,-0.438419485789037,0,0,-0,0,72
0.911365706248795,0.319187584827454,-0.436797845377996,0,0,-0,0,73
0.905065460352929,0.317957899671055,-0.435156882053753,0,0,-0,0,74
0.898769615489705,0.316731608604465,-0.433496648357968,0,0,-0,0,75
0.892478223517463,0.315508666504021,-0.431817122291781,0,0,-0,0,76
