X,Y,Z,Qw,Qx,Qy,Qz,clump_type
4,4,-5,0,0,-0,0,0
-4,4,-5,-0,0,-0,0,1
-4,-4,-5,-0,-0,-0,0,2
4,-4,-5,0,-0,-0,0,3
