X,Y,Z,Qw,Qx,Qy,Qz,clump_type
0.1,0.1,0.0736,0,0,0,0,0
-0.1,0.1,0.0736,-0,0,0,0,1
-0.1,-0.1,0.0736,-0,-0,0,0,2
0.1,-0.1,0.0736,0,-0,0,0,3
